car_id,city,brand,price,sale_date,owner_name,status
C1927,宁波,五菱,9.4,2024/9/8,赵杰,sold
C1928,成都,比亚迪,7,2024/3/10,林宁,sold
C1929,昆明,长安,15.2,2024/3/1,郑芳,sold
C1930,西安,比亚迪,11.3,2024/8/3,周静,pending
C1931,苏州,宝马,28.7,2024/7/5,郭宁,sold
C1932,杭州,长城,25.2,2024/5/10,王涛,pending
C1933,南京,蔚来,43.6,2024/3/18,赵涛,pending
C1934,北京,理想,38.4,2024/12/8,陈娜,sold
C1935,武汉,特斯拉,26.2,2024/4/11,沈丽,sold
C1936,杭州,理想,46.1,2024/3/11,周超,sold
C1937,昆明,蔚来,49.6,2024/9/1,赵颖,pending
C1938,沈阳,宝马,66.2,2024/12/11,杨敏,sold
C1939,西安,五菱,9.4,2024/1/8,赵伟,sold
C1940,西安,长城,20.1,2024/11/16,郭超,sold
C1941,沈阳,五菱,7.7,2024/6/5,郑杰,pending
C1942,成都,本田,27.4,2024/5/19,沈强,sold
C1943,成都,大众,14,2024/10/9,吴强,sold
C1944,杭州,特斯拉,38.9,2024/4/23,杨强,sold
C1945,长沙,蔚来,39.4,2024/11/14,孙涛,sold
C1946,杭州,小鹏,23,2024/11/3,郑丽,pending
C1947,重庆,比亚迪,8.2,2024/5/18,陈娜,pending
C1948,苏州,大众,23.9,2024/6/13,郭涛,pending
C1949,昆明,宝马,73.6,2024/10/18,郭敏,pending
C1950,杭州,奥迪,60.7,2024/9/15,李敏,sold
C1951,成都,奔驰,76.2,2024/6/23,唐静,sold
C1952,西安,长安,13.1,2024/5/30,王鹏,sold
C1953,青岛,奔驰,78.9,2024/4/30,王强,sold
C1954,苏州,长城,17.7,2024/7/12,周杰,sold
C1955,杭州,大众,17.3,2024/5/22,李军,pending
C1956,宁波,奥迪,37.6,2024/10/8,孙静,sold
C1957,宁波,小鹏,25.6,2024/10/29,吴杰,sold
C1958,长沙,理想,45.7,2024/7/17,王鹏,sold
C1959,重庆,奔驰,80.7,2024/2/2,周敏,sold
C1960,广州,五菱,11.6,2024/6/15,孙丽,pending
C1961,西安,奔驰,44.6,2024/5/22,沈杰,sold
C1962,南京,长安,8.1,2024/8/3,李超,sold
C1963,杭州,小鹏,37.4,2024/7/15,郑芳,pending
C1964,苏州,奔驰,89.6,2024/4/9,张敏,sold
C1965,武汉,本田,21.3,2024/5/1,郭鹏,pending
C1966,长沙,特斯拉,37.9,2024/6/16,周静,sold
C1967,昆明,五菱,9.5,2024/9/4,赵娜,sold
C1968,天津,宝马,26.7,2024/11/20,唐洋,sold
C1969,成都,五菱,7.4,2024/2/28,林杰,pending
C1970,成都,丰田,36.1,2024/12/1,周强,pending
C1971,昆明,宝马,60.6,2024/1/27,吴超,sold
C1972,广州,理想,31.5,2024/6/4,林敏,sold
C1973,西安,丰田,29.1,2024/9/28,沈涛,sold
C1974,广州,丰田,30.5,2024/7/10,赵静,pending
C1975,苏州,长城,17.9,2024/3/5,陈芳,sold
C1976,宁波,五菱,8.1,2024/7/5,林超,pending
C1977,武汉,奔驰,94.1,2024/7/8,郭军,sold
C1978,南京,本田,14.7,2024/8/15,陈超,sold
C1979,重庆,比亚迪,11.1,2024/1/6,沈芳,sold
C1980,长沙,长城,24.1,2024/4/29,赵强,sold
C1981,长沙,特斯拉,31.4,2024/6/2,刘洋,sold
C1982,杭州,奥迪,49.1,2024/3/21,杨伟,sold
C1983,天津,特斯拉,36.2,2024/3/30,张宁,sold
C1984,沈阳,吉利,17.5,2024/5/24,陈杰,pending
C1985,北京,奥迪,54.6,2024/10/31,郑颖,sold
C1986,杭州,大众,22.5,2024/12/11,王杰,sold
C1987,沈阳,小鹏,41,2024/12/21,郑超,pending
C1988,深圳,小鹏,17.5,2024/6/7,赵鹏,sold
C1989,天津,理想,51.7,2024/6/8,张芳,pending
C1990,昆明,宝马,83.8,2024/4/20,周芳,pending
C1991,南京,奥迪,39.7,2024/1/7,赵宁,sold
C1992,天津,小鹏,32,2024/10/26,刘涛,sold
C1993,杭州,比亚迪,24.3,2024/3/12,唐强,pending
C1994,宁波,五菱,8.7,2024/9/17,郭超,sold
C1995,广州,长城,14.1,2024/11/15,郑杰,pending
C1996,深圳,大众,22.3,2024/5/19,杨强,sold
C1997,长沙,理想,28.2,2024/8/12,沈超,sold
C1998,苏州,本田,26.1,2024/9/2,赵娜,sold
C1999,成都,蔚来,52.4,2024/7/24,郑伟,pending
C2000,宁波,长安,12.9,2024/1/23,林芳,pending
